pm25,pm10,o3,co,no2,so2
11.0,105.82573726541555,30.088570789532543,2.249275653923541,15.995975855130785,3.733065057008719
22.0,105.63270777479893,30.084992171773653,2.251086519114688,16.006036217303823,3.733735747820255
24.0,105.4396782841823,30.081413554014762,2.252897384305835,16.01609657947686,3.734406438631791
16.0,105.24664879356568,30.077834936255872,2.254708249496982,16.0261569416499,3.7350771294433267
17.0,105.05361930294906,30.074256318496982,2.256519114688129,16.036217303822937,3.7357478202548626
21.0,104.86058981233245,30.07067770073809,2.2583299798792758,16.046277665995976,3.7364185110663986
23.0,104.66756032171583,30.067099082979198,2.2601408450704223,16.056338028169016,3.737089201877934
56.0,104.4745308310992,30.063520465220307,2.2619517102615694,16.06639839034205,3.7377598926894704
105.0,104.28150134048258,30.059941847461417,2.2637625754527164,16.07645875251509,3.738430583501006
115.0,104.08847184986595,30.056363229702526,2.2655734406438635,16.08651911468813,3.739101274312542
58.0,103.89544235924933,30.052784611943636,2.26738430583501,16.096579476861166,3.7397719651240777
77.0,103.7024128686327,30.049205994184746,2.269195171026157,16.106639839034205,3.7404426559356136
68.0,103.5093833780161,30.045627376425855,2.271006036217304,16.116700201207244,3.7411133467471496
48.0,103.31635388739947,30.042048758666965,2.2728169014084507,16.12676056338028,3.7417840375586855
56.0,103.12332439678285,30.038470140908075,2.2746277665995978,16.13682092555332,3.7424547283702214
61.0,102.93029490616622,30.034891523149184,2.2764386317907443,16.14688128772636,3.7431254191817573
56.0,102.7372654155496,30.031312905390294,2.2782494969818914,16.156941649899395,3.7437961099932933
51.0,102.54423592493298,30.027734287631404,2.2800603621730384,16.167002012072434,3.7444668008048287
37.0,102.35120643431635,30.024155669872513,2.281871227364185,16.177062374245473,3.745137491616365
33.0,102.15817694369973,30.020577052113623,2.283682092555332,16.18712273641851,3.7458081824279006
53.0,101.96514745308312,30.01699843435473,2.285492957746479,16.19718309859155,3.7464788732394365
63.0,101.7721179624665,30.01341981659584,2.2873038229376257,16.207243460764587,3.7471495640509724
55.0,101.57908847184987,30.00984119883695,2.2891146881287727,16.217303822937623,3.7478202548625084
50.0,101.38605898123325,30.006262581078058,2.2909255533199198,16.227364185110666,3.7484909456740443
35.0,101.19302949061662,30.002683963319168,2.2927364185110664,16.2374245472837,3.74916163648558
33.0,101.0,29.999105345560277,2.2945472837022134,16.24748490945674,3.749832327297116
30.0,100.80697050938338,29.995526727801387,2.2963581488933604,16.25754527162978,3.750503018108652
18.0,100.61394101876677,29.991948110042497,2.298169014084507,16.267605633802816,3.751173708920188
28.0,100.42091152815014,29.988369492283606,2.299979879275654,16.277665995975855,3.7518443997317235
28.0,100.22788203753352,29.984790874524716,2.301790744466801,16.287726358148895,3.7525150905432594
27.0,100.0348525469169,29.981212256765822,2.3036016096579477,16.29778672032193,3.7531857813547953
64.0,99.84182305630027,29.977633639006932,2.3054124748490947,16.30784708249497,3.7538564721663312
103.0,99.64879356568365,29.97405502124804,2.3072233400402413,16.31790744466801,3.754527162977867
135.0,99.45576407506702,29.97047640348915,2.3090342052313884,16.327967806841045,3.755197853789403
151.0,99.2627345844504,29.96689778573026,2.3108450704225354,16.338028169014084,3.755868544600939
114.0,99.06970509383379,29.96331916797137,2.312655935613682,16.348088531187123,3.756539235412475
129.0,98.87667560321717,29.95974055021248,2.314466800804829,16.35814889336016,3.757209926224011
83.0,98.68364611260054,29.95616193245359,2.316277665995976,16.3682092555332,3.7578806170355463
66.0,98.49061662198392,29.9525833146947,2.3180885311871227,16.378269617706238,3.7585513078470827
64.0,98.2975871313673,29.94900469693581,2.3198993963782697,16.388329979879273,3.759221998658618
28.0,98.10455764075067,29.94542607917692,2.3217102615694167,16.398390342052316,3.759892689470154
28.0,97.91152815013405,29.94184746141803,2.3235211267605633,16.408450704225352,3.76056338028169
42.0,97.71849865951744,29.938268843659138,2.3253319919517104,16.418511066398388,3.761234071093226
30.0,97.52546916890081,29.934690225900248,2.3271428571428574,16.42857142857143,3.761904761904762
23.0,97.33243967828419,29.931111608141357,2.328953722334004,16.438631790744466,3.762575452716298
21.0,97.13941018766756,29.927532990382467,2.330764587525151,16.448692152917506,3.7632461435278337
15.0,96.94638069705094,29.923954372623573,2.332575452716298,16.458752515090545,3.7639168343393696
17.0,96.75335120643432,29.920375754864683,2.3343863179074447,16.46881287726358,3.7645875251509056
11.0,96.5603217158177,29.916797137105792,2.3361971830985917,16.47887323943662,3.765258215962441
13.0,96.36729222520108,29.913218519346902,2.3380080482897387,16.48893360160966,3.7659289067739774
10.0,96.17426273458446,29.90963990158801,2.3398189134808853,16.498993963782695,3.766599597585513
6.0,95.98123324396784,29.90606128382912,2.3416297786720324,16.509054325955734,3.767270288397049
4.0,95.78820375335121,29.90248266607023,2.343440643863179,16.519114688128774,3.7679409792085847
17.0,95.59517426273459,29.89890404831134,2.345251509054326,16.52917505030181,3.7686116700201207
22.0,95.40214477211796,29.89532543055245,2.347062374245473,16.53923541247485,3.7692823608316566
35.0,95.20911528150134,29.89174681279356,2.3488732394366196,16.549295774647888,3.7699530516431925
41.0,95.01608579088472,29.888168195034666,2.3506841046277667,16.559356136820924,3.7706237424547284
51.0,94.8230563002681,29.884589577275776,2.3524949698189137,16.569416498993963,3.7712944332662643
63.0,94.63002680965148,29.881010959516885,2.3543058350100603,16.579476861167002,3.7719651240778003
42.0,94.43699731903486,29.877432341757995,2.3561167002012073,16.589537223340038,3.7726358148893357
28.0,94.24396782841823,29.873853723999105,2.3579275653923544,16.59959758551308,3.773306505700872
17.0,94.05093833780161,29.870275106240214,2.359738430583501,16.609657947686117,3.7739771965124076
11.0,93.85790884718499,29.866696488481324,2.361549295774648,16.619718309859152,3.7746478873239435
6.0,93.66487935656836,29.863117870722434,2.363360160965795,16.629778672032195,3.7753185781354794
8.0,93.47184986595175,29.859539252963543,2.3651710261569416,16.63983903420523,3.7759892689470154
10.0,93.27882037533513,29.855960635204653,2.3669818913480887,16.64989939637827,3.7766599597585513
9.0,93.0857908847185,29.852382017445763,2.3687927565392357,16.65995975855131,3.777330650570087
8.0,92.89276139410188,29.848803399686872,2.3706036217303823,16.670020120724345,3.778001341381623
8.0,92.69973190348526,29.845224781927982,2.3724144869215293,16.680080482897385,3.778672032193159
11.0,92.50670241286863,29.84164616416909,2.374225352112676,16.690140845070424,3.779342723004695
13.0,92.31367292225201,29.8380675464102,2.376036217303823,16.70020120724346,3.7800134138162305
17.0,92.12064343163539,29.834488928651307,2.37784708249497,16.7102615694165,3.780684104627767
15.0,91.92761394101878,29.830910310892417,2.3796579476861166,16.720321931589538,3.7813547954393023
19.0,91.73458445040215,29.827331693133527,2.3814688128772636,16.730382293762574,3.7820254862508382
24.0,91.54155495978553,29.823753075374636,2.3832796780684107,16.740442655935613,3.782696177062374
18.0,91.3485254691689,29.820174457615746,2.3850905432595573,16.750503018108652,3.78336686787391
14.0,91.15549597855228,29.816595839856856,2.3869014084507043,16.76056338028169,3.784037558685446
11.0,90.96246648793566,29.813017222097965,2.3887122736418513,16.770623742454728,3.784708249496982
20.0,90.76943699731903,29.809438604339075,2.390523138832998,16.780684104627767,3.785378940308518
32.0,90.57640750670242,29.805859986580185,2.392334004024145,16.790744466800803,3.7860496311200538
56.0,90.3833780160858,29.802281368821294,2.394144869215292,16.800804828973845,3.7867203219315897
51.0,90.19034852546918,29.7987027510624,2.3959557344064386,16.81086519114688,3.787391012743125
58.0,89.99731903485255,29.79512413330351,2.3977665995975856,16.820925553319917,3.7880617035546615
44.0,89.80428954423593,29.79154551554462,2.3995774647887327,16.83098591549296,3.788732394366197
58.0,89.6112600536193,29.78796689778573,2.4013883299798793,16.841046277665995,3.789403085177733
36.0,89.41823056300268,29.78438828002684,2.4031991951710263,16.851106639839035,3.790073775989269
21.0,89.22520107238606,29.78080966226795,2.4050100603621734,16.861167002012074,3.790744466800805
20.0,89.03217158176945,29.777231044509058,2.40682092555332,16.87122736418511,3.7914151576123407
19.0,88.83914209115282,29.773652426750168,2.408631790744467,16.88128772635815,3.7920858484238766
18.0,88.6461126005362,29.770073808991278,2.4104426559356136,16.89134808853119,3.7927565392354126
36.0,88.45308310991958,29.766495191232387,2.4122535211267606,16.901408450704224,3.7934272300469485
30.0,88.26005361930295,29.762916573473497,2.4140643863179077,16.911468812877263,3.7940979208584844
18.0,88.06702412868633,29.759337955714606,2.4158752515090542,16.921529175050303,3.79476861167002
21.0,87.8739946380697,29.755759337955716,2.4176861167002013,16.93158953722334,3.7954393024815563
20.0,87.6809651474531,29.752180720196826,2.4194969818913483,16.941649899396378,3.7961099932930917
20.0,87.48793565683647,29.748602102437935,2.421307847082495,16.951710261569417,3.7967806841046277
16.0,87.29490616621985,29.74502348467904,2.423118712273642,16.961770623742453,3.7974513749161636
14.0,87.10187667560322,29.74144486692015,2.424929577464789,16.971830985915492,3.7981220657276995
10.0,86.9088471849866,29.73786624916126,2.4267404426559356,16.98189134808853,3.7987927565392354
1.0,86.71581769436997,29.73428763140237,2.4285513078470826,16.991951710261567,3.7994634473507714
5.0,86.52278820375335,29.73070901364348,2.4303621730382297,17.00201207243461,3.8001341381623073
10.0,86.32975871313674,29.72713039588459,2.4321730382293762,17.012072434607646,3.800804828973843
19.0,86.13672922252012,29.7235517781257,2.4339839034205233,17.02213279678068,3.801475519785379
28.0,85.9436997319035,29.71997316036681,2.4357947686116703,17.032193158953724,3.8021462105969146
45.0,85.75067024128687,29.71639454260792,2.437605633802817,17.04225352112676,3.8028169014084505
48.0,85.55764075067025,29.71281592484903,2.439416498993964,17.0523138832998,3.8034875922199864
48.0,85.36461126005362,29.709237307090135,2.4412273641851105,17.06237424547284,3.8041582830315224
39.0,85.171581769437,29.705658689331244,2.4430382293762576,17.072434607645874,3.8048289738430583
34.0,84.97855227882037,29.702080071572354,2.4448490945674046,17.082494969818914,3.805499664654594
19.0,84.78552278820376,29.698501453813464,2.446659959758551,17.092555331991953,3.80617035546613
17.0,84.59249329758714,29.694922836054573,2.4484708249496983,17.10261569416499,3.806841046277666
22.0,84.39946380697052,29.691344218295683,2.4502816901408453,17.112676056338028,3.807511737089202
27.0,84.20643431635389,29.687765600536792,2.452092555331992,17.122736418511067,3.8081824279007375
22.0,84.01340482573727,29.684186982777902,2.453903420523139,17.132796780684103,3.808853118712274
17.0,83.82037533512064,29.680608365019012,2.455714285714286,17.142857142857142,3.8095238095238093
14.0,83.62734584450402,29.67702974726012,2.4575251509054326,17.15291750503018,3.8101945003353452
12.0,83.43431635388741,29.67345112950123,2.4593360160965796,17.162977867203217,3.810865191146881
14.0,83.24128686327079,29.66987251174234,2.4611468812877266,17.173038229376257,3.811535881958417
10.0,83.04825737265416,29.66629389398345,2.4629577464788732,17.183098591549296,3.812206572769953
15.0,82.85522788203754,29.66271527622456,2.4647686116700203,17.19315895372233,3.812877263581489
8.0,82.66219839142092,29.65913665846567,2.4665794768611673,17.203219315895375,3.813547954393025
7.0,82.46916890080429,29.65555804070678,2.468390342052314,17.21327967806841,3.8142186452045608
6.0,82.27613941018767,29.651979422947885,2.470201207243461,17.223340040241446,3.8148893360160967
8.0,82.08310991957104,29.648400805188995,2.4720120724346075,17.23340040241449,3.815560026827632
12.0,81.89008042895443,29.644822187430105,2.4738229376257546,17.243460764587525,3.8162307176391685
10.0,81.69705093833781,29.641243569671214,2.4756338028169016,17.253521126760564,3.816901408450704
14.0,81.50402144772119,29.637664951912324,2.477444668008048,17.263581488933603,3.81757209926224
23.0,81.31099195710456,29.634086334153434,2.4792555331991952,17.27364185110664,3.818242790073776
42.0,81.11796246648794,29.630507716394543,2.4810663983903423,17.28370221327968,3.818913480885312
38.0,80.92493297587131,29.626929098635653,2.482877263581489,17.293762575452718,3.8195841716968477
34.0,80.73190348525469,29.623350480876763,2.484688128772636,17.303822937625753,3.8202548625083836
35.0,80.53887399463808,29.61977186311787,2.486498993963783,17.313883299798793,3.8209255533199196
25.0,80.34584450402146,29.61619324535898,2.4883098591549295,17.323943661971832,3.8215962441314555
15.0,80.15281501340483,29.612614627600088,2.4901207243460766,17.334004024144868,3.8222669349429914
14.0,79.95978552278821,29.609036009841198,2.4919315895372236,17.344064386317907,3.822937625754527
11.0,79.76675603217159,29.605457392082307,2.49374245472837,17.354124748490946,3.8236083165660633
9.0,79.57372654155496,29.601878774323417,2.4955533199195172,17.364185110663982,3.8242790073775987
4.0,79.38069705093834,29.598300156564527,2.4973641851106643,17.37424547283702,3.8249496981891347
10.0,79.18766756032171,29.594721538805636,2.499175050301811,17.38430583501006,3.8256203890006706
8.0,78.9946380697051,29.591142921046746,2.500985915492958,17.394366197183096,3.8262910798122065
3.0,78.80160857908848,29.587564303287856,2.502796780684105,17.40442655935614,3.8269617706237424
3.0,78.60857908847186,29.583985685528965,2.5046076458752515,17.414486921529175,3.8276324614352784
1.0,78.41554959785523,29.580407067770075,2.5064185110663986,17.42454728370221,3.8283031522468143
6.0,78.22252010723861,29.576828450011185,2.508229376257545,17.434607645875253,3.82897384305835
5.0,78.02949061662198,29.573249832252294,2.510040241448692,17.44466800804829,3.829644533869886
8.0,77.83646112600536,29.569671214493404,2.5118511066398392,17.45472837022133,3.8303152246814216
2.0,77.64343163538875,29.566092596734514,2.513661971830986,17.464788732394368,3.830985915492958
8.0,77.45040214477213,29.56251397897562,2.515472837022133,17.474849094567404,3.8316566063044935
4.0,77.2573726541555,29.55893536121673,2.51728370221328,17.484909456740443,3.8323272971160294
